map	glycans	rescodes	nAtom	nC	nO	nN	nS	nP	nHal	nAromAtom	nRing	nAromRing	ringSizes	nCarbonyl	nEsterC	maxChainC	attach
*N(CNCCCCCCC$6/5CS$3/9)OC/2C(CCCCCC$17)/16=O	1	1	22	17	2	2	1	0	0	17	3	3	5,6,6	1	0	1	N
*N(CNCCCCCCC$6/5CS$3/9)SNCCCC$15/14=O/14=O	1	1	20	13	2	3	2	0	0	11	3	2	5,5,6	0	0	0	N
*N(CNCCCN$3/6)C=^ECO(CCCCCC$12/15)F(/13)F/10CN($5)/21C/20=O	1	1	22	14	2	4	0	0	2	12	3	2	6,6,6	1	0	1	N
*N(CSCCCCCC$5/6N$3/9)F	1	1	11	7	0	2	1	0	1	9	2	2	5,6	0	0	0	N
*N(CSCCN$3/5)C(CCCCCC$9/12)C	1	1	14	11	0	2	1	0	0	11	2	2	5,6	0	0	1	N
*N*/2CCCC	1	1	5	4	0	1	0	0	0	0	0	0	-	0	0	4	N
*N*/2CCCCCCCCC	1	1	10	9	0	1	0	0	0	0	0	0	-	0	0	9	N
*N*/2CCO	1	1	4	2	1	1	0	0	0	0	0	0	-	0	0	2	N
*N=*	1	1	1	0	0	1	0	0	0	0	0	0	-	0	0	0	N
*N=CCC(CCCCCC$6/7)C$4/12=O/5=O	1	1	13	10	2	1	0	0	0	6	2	1	5,6	2	0	1	N
*N=CC^XC(CCCCCC$6/9)O/4CNCN$3/15=O/13=O/4N	1	1	18	11	3	4	0	0	0	6	2	1	6,6	2	0	1	N
*N=^EC(CCCNCC$4/9)O(/8)C(/5)COPO/14O/14=O	1	1	16	8	5	2	0	1	0	6	1	1	6	0	0	1	N
*N=^XCCO/3O	1	1	5	2	2	1	0	0	0	0	0	0	-	0	0	2	N
*NC(CCCCCC$4)/2C	1	1	9	8	0	1	0	0	0	6	1	1	6	0	0	1	N
*NC(CCCCCC$4)/2CC(CCCCCC$12)	1	1	16	15	0	1	0	0	0	12	2	2	6,6	0	0	2	N
*NC(CCCCCC$4)/2CCO	1	1	11	9	1	1	0	0	0	6	1	1	6	0	0	2	N
*NC(CCCCCC$4/5)C/3=O	1	1	10	8	1	1	0	0	0	6	1	1	6	1	0	1	N
*NC(CCCCCC$4/5)OC/2C	1	1	11	9	1	1	0	0	0	6	1	1	6	0	0	1	N
*NC(CCCCCC$4/7)CCN(CSCCN$13/15)SC(COCCN$20/22)CC/25C/25C/11=O	1	1	28	20	2	4	2	0	0	16	3	3	5,5,6	1	0	3	N
*NC(CCCCCC$4/7)CNCCCCC/10=O(/5)NC$2/19=O/3=O	1	1	20	14	3	3	0	0	0	6	2	1	6,6	3	0	5	N
*NC(CCCCCC$4/7)OC(/6)OC	1	1	12	9	2	1	0	0	0	6	1	1	6	0	0	1	N
*NC(CCCCCC$4/7)OCCN($6)/12=O/3=^ZCSC$2/17=^XN(CCCCCC$19/20)OC	1	1	25	18	3	3	1	0	0	12	4	2	5,6,6,6	1	0	1	N
*NC(CCCCCC$4/7)S(CCCCCC$11/14)Br(/12)CCC/18=^ZN($6)/3=O	1	1	21	16	1	2	1	0	1	12	3	2	6,6,7	1	0	2	N
*NC(CCCCCC$4/8)OC(/7)OC(/5)NC$2/15=S/3=O	1	1	16	10	3	2	1	0	0	6	2	1	6,6	1	0	1	N
*NC(CCCCCC$4/8)OC(/7)OC(/5)NCCN(CCCCCC$18/20)Cl/16=O/14C$2/26=O/3=O	1	1	27	18	5	3	0	0	1	12	3	2	6,6,6	3	0	2	N
*NC(CCCCCC$4/8)OC(/7)OC(/5)NCN$3/15=S	1	1	16	10	2	3	1	0	0	6	2	1	6,6	0	0	1	N
*NC(CCCCCC$4/9)F(/8)F(/7)OC(/6)F(/5)F/3=O	1	1	15	8	2	1	0	0	4	6	1	1	6	1	0	1	N
*NC(CCCCCCC$5/6CCC$4/10)C$2/14=O/3=O	1	1	15	12	2	1	0	0	0	10	3	2	6,6,6	2	0	0	N
*NC(CCCCN$4/5)Cl/3=O	1	1	9	5	1	2	0	0	1	5	1	1	5	1	0	1	N
*NC(CCCCN$4/7)Cl(/5)Cl/3=O	1	1	10	5	1	2	0	0	2	5	1	1	5	1	0	1	N
*NC(CCCCNC$4/9)NCCCOCC(/7)N=^ZCNC=^ZCC=^ZC$18/21C/19C($6)/25=O/3=O	1	1	26	18	3	5	0	0	0	6	3	1	6,6,6	2	0	3	N
*NC(CCCCNCS$6/7CC$4/9)NCCCCC$13/3=O	1	1	18	13	1	3	1	0	0	9	3	2	5,6,6	1	0	1	N
*NC(CCCCO$4)/3=O/2CC=^ZC(CCCCCC$13/15)C(/14)NC$11/21=O	1	1	21	16	3	2	0	0	0	11	3	2	5,6,6	2	0	1	N
*NC(CCCNC$4/6NCCCCCC$10/11N$5/8)N=^ZC$2(/7)CCCOC/3=O	1	1	23	16	2	5	0	0	0	13	4	3	5,6,6,6	1	0	3	N
*NC(CCCNCC$4/5)N(CCCCCC$11/14)I(/12)F/3=O	1	1	18	12	1	3	0	0	2	12	2	2	6,6	1	0	1	N
*NC(CCCNCC$4/9)O(/8)C(/5)COPO/14O/14=O	1	1	16	8	5	2	0	1	0	6	1	1	6	0	0	1	N
*NC(CCCNCCCCCO$9/8C$4/6CCCC$5)/3=O	1	1	18	14	2	2	0	0	0	15	3	3	5,6,6	1	0	1	N
*NC(COCCC$4/6)CSC(CCCCCC$12/15)F/10=O/10=O/3=O	1	1	20	13	4	1	1	0	1	11	2	2	5,6	1	0	1	N
*NC*/2C	1	1	3	2	0	1	0	0	0	0	0	0	-	0	0	1	N
*NC=^ECC(CCCCCC$6/8)O/5CCOC/14=O/13=^EC$2/4COC/19=O	1	1	21	15	5	1	0	0	0	6	2	1	6,6	2	2	1	N
*NC=^ECC(CCCCCC$6/9)O(/7)$2/4CNCN$3/15=O/13=O	1	1	17	11	3	3	0	0	0	6	3	1	6,6,6	2	0	0	N
*NC=^ECCC=^EC$2/6I/5=O/4I	1	1	9	5	1	1	0	0	2	0	1	0	6	1	0	0	N
*NC=^ECCNC=^ZN$3/7N/5=O/4N	1	1	10	4	1	5	0	0	0	0	1	0	6	1	0	0	N
*NC=^ECCNCN$3/7=O/5=O/4N=^ECC=O	1	1	13	6	3	4	0	0	0	0	1	0	6	3	0	2	N
*NC=^ECCNCN$3/7=O/5=O/4N=^ECCC/13=O	1	1	14	7	3	4	0	0	0	0	1	0	6	3	0	3	N
*NC=^XCCN(CCCCCC$7/10)Cl/6CNC$4/16=O/14=O/5=O/3C	1	1	19	12	3	3	0	0	1	6	2	1	6,6	3	0	2	N
*NC=^ZCCCC^SCO/7C$3/7O/5=O/4OC	1	1	13	8	4	1	0	0	0	0	1	0	6	1	0	1	N
*NC=^ZCCN=^ECN$3/7O/5=O/4N=^ZCC$2/13=O/12C	1	1	14	7	3	4	0	0	0	0	2	0	6,6	2	0	1	N
*NC=^ZCCNCC=^ZCC=^ZC$6/10C/7=^ZN$3/5=O/4C=^ECCNCC(CCCCCC$21)/17=O/16C$2/28=N	1	1	28	21	2	5	0	0	0	6	4	1	6,6,6,6	2	0	2	N
*NC=^ZCCNCC=^ZCC=^ZC$6/7=^ZN$3/5=O/4C=^ECS(CCCCCC$17)/16=O/16=O/15C$2/25=N	1	1	25	17	3	4	1	0	0	6	4	1	6,6,6,6	1	0	0	N
*NC=^ZCCNCN$3/7=O/5=O/4N=^ZCC$2/13=O/12C	1	1	14	7	3	4	0	0	0	0	2	0	6,6	3	0	1	N
*NC=^ZCNC$2/6=S/4C/3C	1	1	8	5	0	2	1	0	0	0	1	0	5	0	0	1	N
*NCC(CCCCCC$5)/2CCC	1	1	12	11	0	1	0	0	0	6	1	1	6	0	0	3	N
*NCC(CCCCCC$5/8)Cl(/7)Cl/2C	1	1	12	9	0	1	0	0	2	6	1	1	6	0	0	2	N
*NCC(CCCCCC$5/8)NCN(CCCCCC$14/15)C$11/20=O/13C(CCCCCC$23/24)F/12=O/3=O	1	1	30	23	3	3	0	0	1	18	4	3	6,6,6,6	3	0	2	N
*NCC(CCCCCC$5/8)NS(CCCCCC$13/16)NCNCCCCCC/20=O/12=O/12=O	1	1	29	21	3	4	1	0	0	12	2	2	6,6	1	0	6	N
*NCC(CCCCCC$5/8)OC	1	1	11	9	1	1	0	0	0	6	1	1	6	0	0	2	N
*NCC(CCCNC$5/7CCCC$6/12)OC(/9)C(/8)C(CCCCCC$18/21)Cl/17=O/3=O	1	1	25	19	3	2	0	0	1	15	3	3	5,6,6	2	0	2	N
*NCC(NCCCCCCCC$5/12$7/8CCC$6/13)=O/3=O	1	1	17	13	2	2	0	0	0	12	3	3	5,5,6	2	0	3	N
*NCC*	1	1	3	2	0	1	0	0	0	0	0	0	-	0	0	2	N
*NCC/2CC	1	1	5	4	0	1	0	0	0	0	0	0	-	0	0	2	N
*NCC=^EC(CCCCCC$6/9)CC/12C/3=O	1	1	14	12	1	1	0	0	0	6	1	1	6	1	0	3	N
*NCC=^EC(CCCCCCCCCC$10/9CC$6)/3=O	1	1	17	15	1	1	0	0	0	12	2	2	6,6	1	0	3	N
*NCC=^ECC/3=O	1	1	6	4	1	1	0	0	0	0	0	0	-	1	0	4	N
*NCC=^ECCCCCCCCCC/13C/3=O	1	1	15	13	1	1	0	0	0	0	0	0	-	1	0	12	N
*NCC=^ECCCCCCCCCCC/14C/3=O	1	1	16	14	1	1	0	0	0	0	0	0	-	1	0	13	N
*NCC=^ECCCCCCCCCCCC/15C/3=O	1	1	17	15	1	1	0	0	0	0	0	0	-	1	0	14	N
*NCC=^ECCCCCCCCCCCC/3=O	1	1	16	14	1	1	0	0	0	0	0	0	-	1	0	14	N
*NCC=^ECCCCCCCCCCCCC/16C/3=O	1	1	18	16	1	1	0	0	0	0	0	0	-	1	0	15	N
*NCC=^ECCCCCCCCCCCCC/3=O	1	1	17	15	1	1	0	0	0	0	0	0	-	1	0	15	N
*NCC=^ECCCCCCCCCCCCCC/17C/3=O	1	1	19	17	1	1	0	0	0	0	0	0	-	1	0	16	N
*NCC=^ECCCCCCCCCCCCCC/3=O	1	1	18	16	1	1	0	0	0	0	0	0	-	1	0	16	N
*NCC=^ECCCCCCCCCCCCCCC/3=O	1	1	19	17	1	1	0	0	0	0	0	0	-	1	0	17	N
*NCC=^ECCS/3=O	1	1	7	4	1	1	1	0	0	0	0	0	-	1	0	4	N
*NCC=^ECO(CCCCCC$7/11)=O(/8)=C$4/5N(CCCCCC$16/19)OC/3=O	1	1	23	17	4	2	0	0	0	12	3	2	6,6,6	2	0	1	N
*NCC=^EN(CCCCCC$6/11)$2(/9)N(/8)C/4CNCN$3/16=O/14=O	1	1	18	11	2	5	0	0	0	6	3	1	6,6,6	2	0	1	N
*NCC=^EN(CCCCCC$6/11)$2(/9)NC(/8)C/4CNCN$3/17=O/15=O	1	1	19	12	2	5	0	0	0	6	3	1	6,6,6	2	0	1	N
*NCC=^XC(CCCCS$6/7)C/4SC$2/13=S/3=O	1	1	14	9	1	1	3	0	0	5	2	1	5,5	1	0	1	N
*NCC=^XCCCC/7C/3=O	1	1	9	7	1	1	0	0	0	0	0	0	-	1	0	6	N
*NCC=^XCCCCCCCCCCC/14C/3=O	1	1	16	14	1	1	0	0	0	0	0	0	-	1	0	13	N
*NCC=^ZC(CCCCCC$6/10)OC(/7)NC$4/15=O/2CN(CCCCCC$19/22)OC/17=O	1	1	26	19	4	3	0	0	0	12	3	2	6,6,6	2	0	1	N
*NCC=^ZCC^S$2/6C/3=O	1	1	7	5	1	1	0	0	0	0	1	0	5	1	0	1	N
*NCC=^ZCC^XOCC/8=O/6C/3=O	1	1	11	7	3	1	0	0	0	0	0	0	-	2	1	5	N
*NCC=^ZCN(CCCCCC$7/10)OCC/6CS$4/16=S/5N/3=O	1	1	19	12	2	3	2	0	0	6	2	1	5,6	1	0	2	N
*NCC=^ZCNCS$4/7=S/6CC=C/5N/3=O	1	1	13	7	1	3	2	0	0	0	1	0	5	1	0	3	N
*NCCC(CCCCCC$6/11)NC$4(/8)SN(CCCCCC$16/17)CC/14=O/14=O/5=O/3=O	1	1	26	18	4	3	1	0	0	12	3	2	6,6,6	2	0	2	N
*NCCC(CCCCCC$6/9)O/3=O	1	1	12	9	2	1	0	0	0	6	1	1	6	1	0	3	N
*NCCC/2C	1	1	5	4	0	1	0	0	0	0	0	0	-	0	0	3	N
*NCCC/3C/3C	1	1	6	5	0	1	0	0	0	0	0	0	-	0	0	4	N
*NCCC/4C/4O/3=O	1	1	7	4	2	1	0	0	0	0	0	0	-	1	0	3	N
*NCCCC(CCCCCC$7/10)CCCC($9)/3=O	1	1	16	14	1	1	0	0	0	6	2	1	6,6	1	0	4	N
*NCCCC=^ECCCCCCCCCCCCCC/3=O/2C	1	1	21	19	1	1	0	0	0	0	0	0	-	1	0	18	N
*NCCCCC$3/7O/4=O	1	1	8	5	2	1	0	0	0	0	1	0	5	1	0	0	N
*NCCCCCCC$2	1	1	8	7	0	1	0	0	0	0	1	0	8	0	0	0	N
*NCCCCCCCC(CCCCCC$11)/3=O	1	1	16	14	1	1	0	0	0	6	1	1	6	1	0	8	N
*NCCCCCCCCCC/11C/3=O	1	1	13	11	1	1	0	0	0	0	0	0	-	1	0	10	N
*NCCCCCCCCCC/3=O	1	1	12	10	1	1	0	0	0	0	0	0	-	1	0	10	N
*NCCCCCCCCCCC=^ZCCCCCCC/3=O	1	1	20	18	1	1	0	0	0	0	0	0	-	1	0	18	N
*NCCCCCCCCCCCCCC/5=O/3=O	1	1	17	14	2	1	0	0	0	0	0	0	-	2	0	14	N
*NCCCCCCCCCCCCCCCC/3=O	1	1	18	16	1	1	0	0	0	0	0	0	-	1	0	16	N
*NCCCCCCCCCCCCCCCCCC/2CCCCCCCCCCCCCCCCCC	1	1	37	36	0	1	0	0	0	0	0	0	-	0	0	18	N
*NCCCCCCCCCCCCCCCCCCCCCCCC/3=O	1	1	26	24	1	1	0	0	0	0	0	0	-	1	0	24	N
*NCCCCCCCCCCCCCCCCCCCCCCCCCCCCC/3=O	1	1	31	29	1	1	0	0	0	0	0	0	-	1	0	29	N
*NCCCCCCCCCC^RCC^SCC/14C/12C/3=O	1	1	18	16	1	1	0	0	0	0	0	0	-	1	0	14	N
*NCCCCCCCC^XCC/10C/3=O	1	1	13	11	1	1	0	0	0	0	0	0	-	1	0	10	N
*NCCCCCCN	1	1	8	6	0	2	0	0	0	0	0	0	-	0	0	6	N
*NCCCCCO/7=O/3=O	1	1	9	5	3	1	0	0	0	0	0	0	-	2	1	5	N
*NCCCCC^SCO/8=O/7NC=O	1	1	12	7	3	2	0	0	0	0	0	0	-	2	1	6	N
*NCCCCOCC/6=O/5CC$2	1	1	11	8	2	1	0	0	0	0	1	0	6	1	1	2	N
*NCCCN(CNCCCCCC$9/10CN$7/15)N(/13)OC(/12)OC/6C	1	1	21	14	2	5	0	0	0	10	2	2	6,6	0	0	3	N
*NCCCN(CNCCCCCC$9/10S$7)/6C/5CC$2	1	1	17	13	0	3	1	0	0	9	3	2	5,6,6	0	0	1	N
*NCCCNC=^ECCNCC=^ZCC=^ZC$10/11=^ZN$7/9=O/8C$4/6C(CCCCCC$20/23)C/5=N/3=O	1	1	27	20	2	5	0	0	0	6	4	1	6,6,6,6	2	0	1	N
*NCCCNC=^ECCNCC=^ZCC=^ZC$10/12C/11=^ZN$7/9=O/8C$4/6CCCCC$20/5=N/3=O	1	1	25	18	2	5	0	0	0	0	4	0	5,6,6,6	2	0	1	N
*NCCCNCN$3/7=O/5=O/4=^ENC=^EC$2/13O/12C	1	1	14	7	3	4	0	0	0	0	2	0	6,6	2	0	1	N
*NCCCNCN$3/7=O/5=O/4=^ENC=^ZC$2/13C/12C	1	1	14	8	2	4	0	0	0	0	2	0	6,6	2	0	1	N
*NCCCNCN$3/7=O/5=O/4=^ENCCO/12=^ZC$2	1	1	14	7	3	4	0	0	0	0	2	0	6,6	2	0	1	N
*NCCCNCN$3/7=O/5=O/4=^ENC^XCO/12C$2	1	1	14	7	3	4	0	0	0	0	2	0	6,6	2	0	1	N
*NCCCNCN(CCCCCC$9/12)CC/15C/15C/7=O/2CC/20C	1	1	21	17	1	3	0	0	0	6	1	1	6	1	0	3	N
*NCCCNCN=^ZCNCC$7/12C$4/11=O/10C=^ZCC=^ZC$9/18C/6CC(CCCCCC$22/25)OC(/24)OC/5=N/3=O	1	1	32	23	4	5	0	0	0	6	4	1	6,6,6,6	2	0	2	N
*NCCCOCCOCCOCCOCN/3=O	1	1	17	10	5	2	0	0	0	0	0	0	-	1	0	3	N
*NCCC^R(CCCCCC$6/9)CC/5C/3=O	1	1	14	12	1	1	0	0	0	6	1	1	6	1	0	4	N
*NCCC^SCCCCCCCCCCC/5O/3=O	1	1	17	14	2	1	0	0	0	0	0	0	-	1	0	14	N
*NCCC^SCCCN/5N/3=O	1	1	10	6	1	3	0	0	0	0	0	0	-	1	0	6	N
*NCCC^SCCCNCCC^SCCCN/12N/10=O/5NCC/20=O/3=O	1	1	22	14	3	5	0	0	0	0	0	0	-	3	0	6	N
*NCCC^SCCCNCCC^SCCCNCCC^SCCCN/19N/17=O/12N/10=O/5N/3=O	1	1	28	18	3	7	0	0	0	0	0	0	-	3	0	6	N
*NCCC^SCCCNCCC^SCCCNCCC^SCCCN/19N/17=O/12N/10=O/5NC=O/29C/3=O	1	1	31	20	4	7	0	0	0	0	0	0	-	4	0	6	N
*NCCC^SCCNCN/9=N/8C/5N/3=O	1	1	13	7	1	5	0	0	0	0	0	0	-	1	0	5	N
*NCCC^SCCNCN/9=N/8C/5NCC/14=O/3=O	1	1	16	9	2	5	0	0	0	0	0	0	-	2	0	5	N
*NCCC^SOCCCCCCCCCCCC/7=O/5CCCCCCCCCCC/3=O	1	1	30	26	3	1	0	0	0	0	0	0	-	2	1	14	N
*NCCC^XCCNCN/9=N/8C/5N/3=O	1	1	13	7	1	5	0	0	0	0	0	0	-	1	0	5	N
*NCCC^XNCNCC$5/8C/7=N/3=O	1	1	12	7	1	4	0	0	0	0	1	0	6	1	0	2	N
*NCCC^XOCCCCCCCCCCCCCCCC/7=O/5CCCCCCCCCCC/3=O	1	1	34	30	3	1	0	0	0	0	0	0	-	2	1	16	N
*NCCC^XOCN/7=O/5C/3=O	1	1	10	5	3	2	0	0	0	0	0	0	-	2	1	4	N
*NCCF/3=O	1	1	5	2	1	1	0	0	1	0	0	0	-	1	0	2	N
*NCCN(CCCCCC$6/10)Cl(/7)C/5CC$2	1	1	14	11	0	2	0	0	1	6	2	1	6,6	0	0	1	N
*NCCN(CCCCCC$6/7)OC/5CC$2	1	1	14	11	1	2	0	0	0	6	2	1	6,6	0	0	1	N
*NCCN(CCCCCC$6/7)OCC/5CC$2	1	1	15	12	1	2	0	0	0	6	2	1	6,6	0	0	2	N
*NCCN(CCCCCC$6/8)CF/12F/12F/5CC$2	1	1	16	11	0	2	0	0	3	6	2	1	6,6	0	0	1	N
*NCCN(CCCCCC$6/8)Cl/5CC$2	1	1	13	10	0	2	0	0	1	6	2	1	6,6	0	0	0	N
*NCCN(CCCCCC$6/9)F/5CC$2	1	1	13	10	0	2	0	0	1	6	2	1	6,6	0	0	0	N
*NCCN(CCCCCNCCC$6/12$8/10CCCC$9/11)CC/4=O	1	1	20	16	1	3	0	0	0	13	3	3	5,6,6	1	0	2	N
*NCCN(CCNCCCCCC$9/10$6/12)C(/8)C(/7)CN(CCCCCC$19)/18C$5/25=O/17=O/3=O	1	1	27	20	3	4	0	0	0	15	4	3	5,6,6,6	3	0	2	N
*NCCNCC$2/5CC	1	1	8	6	0	2	0	0	0	0	1	0	6	0	0	2	N
*NCCNCC=^XC(CCCCCC$9/11CCCC$10/14)OC/7SC=^XCCOCC/24=O/22$5/6=O/3=O	1	1	29	21	5	2	1	0	0	10	3	2	5,6,6	3	1	2	N
*NCCNCCC=^ZC(CCCCCC$10/14)Cl(/13)O(/11)OC$8/19=O/9C/6=O/5CC$2	1	1	23	16	4	2	0	0	1	6	3	1	6,6,6	2	1	2	N
*NCCNCCCCCCCCCC	1	1	14	12	0	2	0	0	0	0	0	0	-	0	0	10	N
*NCCNCCNCCNCC$2/11CCO/15=O/8CCO/19=O/5CC=O/23O	1	1	24	14	6	4	0	0	0	0	1	0	12	3	3	2	N
*NCCNCC^X(CCCCCC$8)/7OC/5CC$2	1	1	16	13	1	2	0	0	0	6	2	1	6,6	0	0	2	N
*NCCNCC^XCCCNCCCN/7NCCCN/6=O/2C/2C	1	1	22	15	1	6	0	0	0	0	0	0	-	1	0	5	N
*NCCNCN(CCCCS$8)/6=O/5CC$2	1	1	14	9	1	3	1	0	0	5	2	1	5,6	1	0	1	N
*NCCNCNCC=^ZC$5/9C/8=O/6=O	1	1	12	7	2	3	0	0	0	0	1	0	6	2	0	2	N
*NCCNCNCCCCCCCC$8/14C$10/12C$8/6=O/5CC$2	1	1	19	15	1	3	0	0	0	0	4	0	6,6,6,6	1	0	1	N
*NCCNS(CCCCCC$7/10)C(/9)C/6=O/6=O/5CC$2	1	1	17	12	2	2	1	0	0	6	2	1	6,6	0	0	1	N
*NCCO(CCCCCC$6/7)OC	1	1	12	9	2	1	0	0	0	6	1	1	6	0	0	2	N
*NCCO(CCCCCC$6/9)O(/8)CN/13=O	1	1	14	9	3	2	0	0	0	6	1	1	6	1	0	2	N
*NCCO(CCCCCC$6/9)OCCNCCOC/14=O	1	1	19	13	4	2	0	0	0	6	1	1	6	1	0	2	N
*NCCO(CCCCCC$6/9)OCCO/14=O	1	1	15	10	4	1	0	0	0	6	1	1	6	1	1	2	N
*NCCO(CCCCCCCCCC$10/9CC$6)/3=O	1	1	17	14	2	1	0	0	0	12	2	2	6,6	1	0	2	N
*NCCO/2CCO	1	1	7	4	2	1	0	0	0	0	0	0	-	0	0	2	N
*NCCO/4=O/3=N	1	1	6	2	2	2	0	0	0	0	0	0	-	1	1	2	N
*NCCOC(CCCCS$7)/6=O/3=O	1	1	12	7	3	1	1	0	0	5	1	1	5	2	1	2	N
*NCCOC(CCCNCCCCCCC$12/11C$7/9CCCC$8/15)F/6=O/3=O	1	1	24	18	3	2	0	0	1	16	3	3	6,6,6	2	1	2	N
*NCCS/3=O	1	1	5	2	1	1	1	0	0	0	0	0	-	1	0	2	N
*NCCSC(CNCCCCCCC$10/9OC$7/17)C(/12)C/5=O/3=O	1	1	20	14	3	2	1	0	0	11	2	2	5,6	1	0	2	N
*NCCSCNC(CCCCCC$9/14)N$6(/11)NCCOCC$16/8=O/7CC(CCCCCC$25)/3=O	1	1	30	22	3	4	1	0	0	12	4	2	6,6,6,6	2	0	2	N
*NCCSCNCCSC^XCC$9/13N$6/11C/8=O/7CCOC/3=O	1	1	20	12	3	3	2	0	0	0	2	0	5,6	2	0	2	N
*NCCSO/5=O/5=O	1	1	7	2	3	1	1	0	0	0	0	0	-	0	0	2	N
*NCC^RC(CCCCCC$6/9)CC/12C/4C/3=O	1	1	15	13	1	1	0	0	0	6	1	1	6	1	0	3	N
*NCC^RC(CCCCCCC$7/8NC$6)/4N/3=O	1	1	15	11	1	3	0	0	0	9	2	2	5,6	1	0	3	N
*NCC^RCS/4N/3=O	1	1	7	3	1	2	1	0	0	0	0	0	-	1	0	3	N
*NCC^RCSC^XCNCC$7/10=O/9CC/8=O/4NCC/17=O/3=O	1	1	19	11	4	3	1	0	0	0	1	0	5	4	0	3	N
*NCC^RCSN/6=O/4NCC/10=O/3=O	1	1	12	5	3	3	1	0	0	0	0	0	-	2	0	3	N
*NCC^RC^RC^R(CCCCCN$7/10)O/6O/5C/4N/3=O	1	1	16	10	3	3	0	0	0	6	1	1	6	1	0	4	N
*NCC^RNCC/6=O/4CS/3=O	1	1	10	5	2	2	1	0	0	0	0	0	-	2	0	3	N
*NCC^RNCC/6=O/4CSC=O/3=O	1	1	12	6	3	2	1	0	0	0	0	0	-	3	0	3	N
*NCC^RNCC/6=O/4CSCC(CCCCCC$13)/12=O/3=O	1	1	19	13	3	2	1	0	0	6	1	1	6	3	0	3	N
*NCC^RNCC/6=O/4CSCO/3=O	1	1	12	6	3	2	1	0	0	0	0	0	-	2	0	3	N
*NCC^SC(CCCCCCC$7/8NC$6)/4N/3=O	1	1	15	11	1	3	0	0	0	9	2	2	5,6	1	0	3	N
*NCC^SC/4N/3=O	1	1	6	3	1	2	0	0	0	0	0	0	-	1	0	3	N
*NCC^SC/4S/3=O	1	1	6	3	1	1	1	0	0	0	0	0	-	1	0	3	N
*NCC^SC^SC^S(CCCCCN$7/10)O/6O/5C/4N/3=O	1	1	16	10	3	3	0	0	0	6	1	1	6	1	0	4	N
*NCC^SOCC$2/4OC	1	1	8	5	2	1	0	0	0	0	1	0	6	0	0	1	N
*NCC^X(CCCCCC$5)/4CNC$2/13=O/11=O/4CC/3=O	1	1	17	12	3	2	0	0	0	6	2	1	6,6	3	0	2	N
*NCC^XC^XCC=^ZCC$4/5C$2/10=O/3=O	1	1	11	8	2	1	0	0	0	0	2	0	5,6	2	0	0	N
*NCC^XC^XC^X(CCCCCN$7/10)O/6C/5C/4N/3=O	1	1	16	11	2	3	0	0	0	6	1	1	6	1	0	5	N
*NCC^XN(CCCCCC$6/11)$2(/9)C(/8)C/4CNCN$3/16=O/14=O	1	1	18	12	2	4	0	0	0	6	3	1	6,6,6	2	0	1	N
*NCC^XNC(CNCNCC$7/11)N(/9)C^XNCC^XCN/18=O/17N/14CCN/23=O/6=O/4C(CNCNC$28)/3=O	1	1	32	17	4	11	0	0	0	11	2	2	5,6	4	0	3	N
*NCC^XNC(CNCNCC$7/12)C(/11)N(/9)C^XNCC^XCN/19=O/18N/15CCN/24=O/6=O/4C(CNCNC$29)/3=O	1	1	33	18	4	11	0	0	0	11	2	2	5,6	4	0	3	N
*NCC^XNCC^XCCC/7C$4/5C/3=O	1	1	12	9	1	2	0	0	0	0	1	0	5	1	0	3	N
*NCC^XOC(CNCCCOC$9/13C$7/11)C(/8)C/6=O/4CC/18C/3=O	1	1	20	14	4	2	0	0	0	8	2	2	5,5	2	1	4	N
*NCN(CCCCCC$5)/3=S	1	1	10	7	0	2	1	0	0	6	1	1	6	0	0	1	N
*NCN(CCCCCC$5/7CCCC$6)/3=O	1	1	14	11	1	2	0	0	0	10	2	2	6,6	1	0	1	N
*NCN*/3=S	1	1	4	1	0	2	1	0	0	0	0	0	-	0	0	1	N
*NCN*/4C(CCCCCC$7/10)CO/3=O/2C(CCCCCC$17/20)CO	1	1	22	17	3	2	0	0	0	12	2	2	6,6	1	0	1	N
*NCN*/4C(CCCCCC$7/9)CN(CNCCS$15)/13=O/3=O/2C(CCCCCC$23/25)CN(CNCCS$31)/29=O	1	1	34	23	3	6	2	0	0	22	4	4	5,5,6,6	3	0	1	N
*NCN=^ECC=^ZC$2/5N/3=O	1	1	8	4	1	3	0	0	0	0	1	0	6	1	0	0	N
*NCNC(CCCCCC$6/9)C(/8)Br/5=O/3=S	1	1	14	9	1	2	1	0	1	6	1	1	6	1	0	1	N
*NCNCC=^ZC(CCCCCC$8/12)OCO($11/9)NC$6/18=O/4CCNC/22C/3=S	1	1	24	16	3	4	1	0	0	6	3	1	5,6,6	1	0	2	N
*NCNCC=^ZC(CCCCCC$8/13)C(/10)C(/9)NC$6/17=O/4C(CCCCO$20)/3=S	1	1	24	18	2	3	1	0	0	11	3	2	5,6,6	1	0	1	N
*NCNCCCCC$5/4CC(CNCCCCCC$14/15N$12/18)C(/17)C/3=S	1	1	22	17	0	4	1	0	0	9	3	2	5,5,6	0	0	2	N
*NCNCCCN(CCCCCC$9/14)C$6(/12)OCCO($11)/7=O/4CCNCC/23CC/3=S	1	1	27	19	3	4	1	0	0	6	3	1	6,6,6	1	0	2	N
